fecha,desviacion_cf_pct,prob_turbulento,regimen,es_turbulento,senal_cf_markov,senal_cf_pura,senal_condicional
2023-04-01,10.706974494706124,0.9999999954846678,1,1.0,10.706974446360578,10.706974494706124,10.706974494706124
2023-05-01,6.6597778603980275,0.9999620193741939,1,1.0,6.65952491786716,6.6597778603980275,6.6597778603980275
2023-06-01,2.3017950951310886,0.9587750750328735,1,1.0,2.2069037650446095,2.3017950951310886,2.3017950951310886
2023-07-01,-0.9390772209792453,0.5947343393439707,1,1.0,-0.5585014706120635,-0.9390772209792453,-0.9390772209792453
2023-08-01,-2.2060323713818955,0.29295522210037084,0,0.0,-0.6462687033187909,-2.2060323713818955,0.0
2023-09-01,-1.862979867992559,0.1613850935899132,0,0.0,-0.3006571803521033,-1.862979867992559,0.0
2023-10-01,-1.2221118092718488,0.09451919458682306,0,0.0,-0.11551302390742027,-1.2221118092718488,0.0
2023-11-01,-1.5313527043095596,0.04533913998783805,0,0.0,-0.06943021463144548,-1.5313527043095596,0.0
2023-12-01,-3.045869175299459,0.013848836186372435,0,0.0,-0.042181743253843516,-3.045869175299459,0.0
2024-01-01,-4.9395561333390905,0.00339551043520311,0,0.0,-0.016772314396024408,-4.9395561333390905,0.0
2024-02-01,-6.081351043859885,0.0014182785389153735,0,0.0,-0.00862504967311708,-6.081351043859885,0.0
2024-03-01,-5.960147049836208,0.001896708449098004,0,0.0,-0.011304661267290878,-5.960147049836208,0.0
2024-04-01,-4.956194012810668,0.00665909076640219,0,0.0,-0.03300374578720534,-4.956194012810668,0.0
2024-05-01,-3.790794346400533,0.031083308240413065,0,0.0,-0.11783042914518295,-3.790794346400533,0.0
2024-06-01,-2.7444704231646764,0.12782824403276094,0,0.0,-0.35082083499298894,-2.7444704231646764,0.0
2024-07-01,-1.4158015549479264,0.4008277233897033,0,0.0,-0.5674925140413792,-1.4158015549479264,0.0
2024-08-01,0.7558984970075122,0.8256620088338922,1,1.0,0.6241166715137424,0.7558984970075122,0.7558984970075122
2024-09-01,3.7311164691962038,0.9951445105489031,1,1.0,3.7130000725392076,3.7311164691962038,3.7311164691962038
2024-10-01,6.640845029326649,0.9999933324889255,1,1.0,6.6408007514188725,6.640845029326649,6.640845029326649
2024-11-01,8.359882684003965,0.9999997953905558,1,1.0,8.359880973493016,8.359882684003965,8.359882684003965
2024-12-01,8.395227408812369,0.9999998064551444,1,1.0,8.395225783959292,8.395227408812369,8.395227408812369
2025-01-01,7.291969184954708,0.9999990318799858,1,1.0,7.291962125453398,7.291969184954708,7.291969184954708
2025-02-01,6.187019586224099,0.9999957126567955,1,1.0,6.18699306034772,6.187019586224099,6.187019586224099
2025-03-01,5.904018565573511,0.9999938480057207,1,1.0,5.90398224408507,5.904018565573511,5.904018565573511
2025-04-01,6.374160060004074,0.999996636940812,1,1.0,6.374138623326519,6.374160060004074,6.374160060004074
2025-05-01,6.841597544704148,0.9999981973959429,1,1.0,6.841585212012657,6.841597544704148,6.841597544704148
2025-06-01,6.595488948469005,0.9999974853988122,1,1.0,6.595472363444661,6.595488948469005,6.595488948469005
2025-07-01,5.537304326854906,0.9999901067083835,1,1.0,5.5372495446884304,5.537304326854906,5.537304326854906
2025-08-01,4.1204424452879636,0.9999422817032314,1,1.0,4.120204620368089,4.1204424452879636,4.1204424452879636
2025-09-01,2.830077603644149,0.9995602907941508,1,1.0,2.828833192468559,2.830077603644149,2.830077603644149
2025-10-01,1.7796385327212256,0.9961429679320022,1,1.0,1.7727744098310754,1.7796385327212256,1.7796385327212256
2025-11-01,0.8082838301192163,0.978884462422982,1,1.0,0.791216482531438,0.8082838301192163,0.8082838301192163
2025-12-01,-0.10360862750776467,0.9360663835997964,1,1.0,-0.09698455326093167,-0.10360862750776467,-0.10360862750776467
2026-01-01,-0.6354445465176328,0.8799018729214677,1,1.0,-0.5591288466185979,-0.6354445465176328,-0.6354445465176328
2026-02-01,-0.4487028338966498,0.8281505193044663,1,1.0,-0.3715934849048962,-0.4487028338966498,-0.4487028338966498
2026-03-01,0.24979207259811786,0.7727940214730613,1,1.0,0.1930378203151904,0.24979207259811786,0.24979207259811786
2026-04-01,0.5254090045805904,0.670721162022547,1,1.0,0.35240293808940326,0.5254090045805904,0.5254090045805904
2026-05-01,-0.7470156563208874,0.4473287761159623,0,0.0,-0.33416159928148487,-0.7470156563208874,0.0
2026-06-01,-3.9669805777490934,0.23931748572309985,0,0.0,-0.949367817779283,-3.9669805777490934,0.0
2026-07-01,-8.290816530081955,0.19675217998571826,0,0.0,-1.6312362261552529,-8.290816530081955,0.0
