horizonte_meses,observaciones,beta,t_stat_hac,p_valor_hac,r2_pct,acierto_direccion_pct,sharpe_estrategia,senal
24,188,1.757057822979538,0.8649769536414829,0.3870514382389083,1.5749999433974815,51.06382978723404,0.19393616138800868,z_global_brent
6,229,5.633238150360009,1.432718549805699,0.15193828615070942,5.006567665766182,60.698689956331876,0.2605048509132137,mom12_global_brent
12,223,7.458918782415145,1.513937827354434,0.13004160891358948,4.7041657207588905,56.502242152466366,0.13751362607324752,mom12_global_brent
18,217,7.121780775376539,1.6183062704572668,0.10559661002705825,3.2895754687138234,54.377880184331794,0.05430379704787301,mom12_global_brent
24,211,3.984175634791909,0.8191518174036135,0.41269980105825954,0.8688296065546774,50.71090047393365,-0.012317585101071686,mom12_global_brent
6,206,0.42410282221178575,0.32484578589011714,0.7452977899729682,0.38477664770859565,60.679611650485434,0.2164755065602878,z_global_commodities
12,200,0.5726435862710955,0.31886064558094424,0.7498321880451424,0.34159676619420765,63.5,0.19201129405293935,z_global_commodities
18,194,1.0077875923596802,0.6179940480981299,0.536579262018809,0.7347653689481093,61.34020618556701,0.1967963429376246,z_global_commodities
24,188,0.6724578056967508,0.4118495611094929,0.6804496924237385,0.2776416455057107,51.59574468085106,0.2024508877925164,z_global_commodities
6,229,8.973015634909379,1.4060136361926467,0.15972007561525114,4.975569620819953,51.96506550218341,0.0890061053198734,mom12_global_commodities
12,223,10.061810416121025,1.3064972115455575,0.19138352667399394,3.3677159656009814,47.98206278026906,-0.004618813723331195,mom12_global_commodities
18,217,8.864711137154433,1.154027782342372,0.24848877893236787,2.0177976466401515,50.23041474654379,0.006924179049270482,mom12_global_commodities
24,211,6.152741400663352,0.7858442892697899,0.4319587160468722,0.8228753598723104,54.02843601895735,-0.03107376343730473,mom12_global_commodities
6,205,-2.640454556220248,-3.4503696208745636,0.0005598195019417742,17.719071752504867,37.5609756097561,-0.4678990856931332,z_global_unemployment
12,199,-3.692896534680133,-2.3128504330073305,0.02073086383910468,16.84576745163652,41.20603015075377,-0.30601951881077,z_global_unemployment
18,193,-4.585659367802112,-2.004798945976367,0.04498454528231677,18.13167668055765,36.26943005181347,-0.2475287413082358,z_global_unemployment
24,187,-4.7871317508874665,-1.8038339921310451,0.07125733528238981,16.791937174648865,40.64171122994652,-0.2729861438942927,z_global_unemployment
6,228,-1.1997381693697888,-2.5365292268269823,0.01119573969273656,6.451454572937498,36.40350877192983,-0.34963167613509105,mom12_global_unemployment
12,222,-1.7252941663238508,-1.7604033020054677,0.07833944988680783,7.2126600471589475,39.63963963963964,-0.31390431019839315,mom12_global_unemployment
18,216,-1.975839856346502,-1.4683521193971112,0.14200860037353075,7.323973891789826,35.18518518518518,-0.39371541629517814,mom12_global_unemployment
24,210,-1.1789386210435004,-0.6209164176465877,0.5346546184112098,2.1807576451105315,30.476190476190478,-0.3735676483741145,mom12_global_unemployment
6,205,2.4781392918109795,3.449091023896932,0.0005624770618812086,15.153240913075305,58.536585365853654,0.4201661760576842,z_global_employment
12,199,3.3063376023681013,2.416083569536159,0.01568846017705698,13.104251216863394,53.768844221105525,0.21744484962725724,z_global_employment
18,193,3.690848937055989,1.9558616996293539,0.05048144821604281,11.395887949698636,59.58549222797927,0.20189731633296776,z_global_employment
24,187,3.547618082088674,1.6045629266053807,0.10859002570938682,8.942972401595705,55.080213903743314,0.1847225690586208,z_global_employment
6,228,69.58982426927237,2.669315898151519,0.007600592779182722,7.583960218533347,63.1578947368421,0.3654955733096867,mom12_global_employment
12,222,102.87265981205003,2.6502807909783503,0.008042489872803624,8.960793721222426,65.31531531531532,0.3859365041347765,mom12_global_employment
18,216,113.49593064028619,2.1282893069597586,0.03331310413286254,8.439461225048516,67.12962962962963,0.351634850191124,mom12_global_employment
24,210,114.19919893943201,1.4423876486091884,0.1491930462803964,7.154015154914473,67.14285714285714,0.33212075575946604,mom12_global_employment
6,205,3.3929945741591743,3.6288993416578195,0.0002846321884033092,19.063315101197297,60.0,0.3970456706486718,z_global_industry
12,199,5.350639585633859,2.6703225669090425,0.007577840997964987,22.738423192898004,64.321608040201,0.33842787361678794,z_global_industry
18,193,7.07689573418773,2.47377633709367,0.013369336612220903,27.59665053025945,68.39378238341969,0.30654520947848174,z_global_industry
24,187,7.581770278732955,2.142649233602083,0.032141274648750884,26.905740152952305,60.962566844919785,0.28573104867166527,z_global_industry
6,228,50.00842030457534,2.762019437473361,0.005744505841302705,6.365787317884653,56.14035087719298,0.14204133125837676,mom12_global_industry
12,222,93.5734057641186,2.929819239841011,0.003391592327030216,12.025205831402076,62.612612612612615,0.3392486002421028,mom12_global_industry
18,216,122.77821270471449,2.704379693465447,0.006843204480783764,16.03258301934928,68.98148148148148,0.40964290980433377,mom12_global_industry
24,210,100.58737551550583,1.5552597231750986,0.11988422560695522,9.002372044416962,66.19047619047619,0.30335630750748366,mom12_global_industry
6,205,3.9044402706574908,4.818272145489631,1.448067691751138e-06,22.68429454754769,60.48780487804878,0.4309344709972796,z_global_freight
12,199,5.563287608489497,4.443297185376119,8.859066467329996e-06,22.316836698031352,64.82412060301507,0.38898980428659,z_global_freight
18,193,7.200277808815924,4.770061865886077,1.841693477246782e-06,26.02782406651253,70.98445595854922,0.4199520984270997,z_global_freight
24,187,8.25329133168378,5.146218312701538,2.657900851030495e-07,29.024648452099868,72.19251336898395,0.4739748416367353,z_global_freight
