fecha,ln_trm,permanente_bn,transitorio_bn,transitorio_bn_pct
2022-07-01,8.382016058206503,8.577623199481955,-0.19560714127545242,-19.560714127545243
2022-08-01,8.371582127847805,8.530247836101674,-0.1586657082538695,-15.86657082538695
2022-09-01,8.396978677110038,8.57394742895426,-0.1769687518442207,-17.69687518442207
2022-10-01,8.457831715043978,8.628681949924097,-0.17085023488011936,-17.085023488011934
2022-11-01,8.502416687971365,8.664489519571154,-0.1620728315997885,-16.20728315997885
2022-12-01,8.473970535354521,8.608445863568006,-0.13447532821348446,-13.447532821348446
2023-01-01,8.458547432938246,8.610120656049492,-0.15157322311124524,-15.157322311124524
2023-02-01,8.477019424251225,8.64154069104734,-0.1645212667961151,-16.45212667961151
2023-03-01,8.469326819773904,8.62792972674875,-0.15860290697484614,-15.860290697484613
2023-04-01,8.421271177813114,8.562917629349613,-0.14164645153649782,-14.164645153649783
2023-05-01,8.420701901472638,8.579378882261084,-0.15867698078844583,-15.867698078844583
2023-06-01,8.345044039825018,8.499948618546217,-0.15490457872119887,-15.490457872119887
2023-07-01,8.311209943353095,8.477514867815295,-0.16630492446219983,-16.630492446219982
2023-08-01,8.311576434873045,8.47299901191286,-0.1614225770398144,-16.142257703981443
2023-09-01,8.295179168611119,8.453830854883197,-0.15865168627207824,-15.865168627207824
2023-10-01,8.348166834656725,8.53249261945528,-0.18432578479855508,-18.432578479855508
2023-11-01,8.303704052588216,8.455145059099365,-0.1514410065111492,-15.14410065111492
2023-12-01,8.281016773597672,8.443830460870522,-0.16281368727284962,-16.281368727284963
2024-01-01,8.272621363120876,8.434454117056788,-0.161832753935911,-16.183275393591103
2024-02-01,8.276760699123423,8.434089503630782,-0.15732880450735778,-15.73288045073578
2024-03-01,8.268562917935254,8.40895796993902,-0.1403950520037671,-14.03950520037671
2024-04-01,8.26048647944151,8.413603978960316,-0.15311749951880532,-15.311749951880532
2024-05-01,8.260777367585563,8.423218015224483,-0.16244064763892127,-16.244064763892126
2024-06-01,8.304692058140274,8.487146170701438,-0.18245411256116337,-18.245411256116338
2024-07-01,8.30323778340659,8.460355292949112,-0.1571175095425215,-15.71175095425215
2024-08-01,8.310303441388276,8.465437721770439,-0.15513428038216204,-15.513428038216205
2024-09-01,8.338667381651211,8.507277877408558,-0.16861049575734763,-16.861049575734764
2024-10-01,8.354549548259685,8.5181444852459,-0.16359493698621427,-16.359493698621428
2024-11-01,8.39132432838928,8.555309918606065,-0.1639855902167853,-16.39855902167853
2024-12-01,8.385978817498613,8.534114909967698,-0.14813609246908596,-14.813609246908596
2025-01-01,8.368128619899991,8.521132925121673,-0.15300430522168174,-15.300430522168174
2025-02-01,8.325537146384832,8.475256055165454,-0.1497189087806224,-14.971890878062242
2025-03-01,8.327891614734215,8.49036671243963,-0.16247509770541504,-16.247509770541505
2025-04-01,8.361768567132886,8.525480074597441,-0.16371150746455573,-16.371150746455573
2025-05-01,8.34364355184035,8.49618245414581,-0.15253890230546074,-15.253890230546075
2025-06-01,8.322025880072617,8.481057117754654,-0.15903123768203611,-15.903123768203612
2025-07-01,8.304209945715085,8.473196425592747,-0.16898647987766086,-16.898647987766086
2025-08-01,8.305832847858927,8.478136680839066,-0.17230383298013963,-17.23038329801396
2025-09-01,8.274411059349477,8.41985530438986,-0.14544424504038284,-14.544424504038284
2025-10-01,8.263034824354826,8.413323450273651,-0.15028862591882658,-15.028862591882659
2025-11-01,8.239113754615177,8.39223954928044,-0.15312579466526186,-15.312579466526186
2025-12-01,8.240509596157608,8.411940891210666,-0.1714312950530569,-17.14312950530569
2026-01-01,8.216898319573602,8.371138188868553,-0.15423986929495187,-15.423986929495188
2026-02-01,8.209482934803669,8.368229377489065,-0.15874644268539634,-15.874644268539633
2026-03-01,8.220822123905636,8.386670716812423,-0.1658485929067869,-16.58485929067869
2026-04-01,8.193543618593685,8.347883385342282,-0.15433976674859792,-15.433976674859792
2026-05-01,8.219870387492282,8.388157503911163,-0.16828711641888122,-16.828711641888123
2026-06-01,8.160799065187378,8.29935347464905,-0.13855440946167247,-13.855440946167247
2026-07-01,8.09222499953135,8.236243369365594,-0.14401836983424401,-14.4018369834244
2026-08-01,8.047829490705887,8.196105161520318,-0.1482756708144317,-14.827567081443169
