fecha,desviacion,r_forward,prob_regimen_1,prob_regimen_2,regimen_mas_probable
2018-12-01,0.1741096237389046,4.836756266674769,0.04897405416218598,0.9510259458378146,1
2019-01-01,0.14937996448873392,4.50949726528016,0.0450596777089529,0.9549403222910476,1
2019-02-01,0.12659434830720517,9.052265019595396,0.019744792733126817,0.980255207266874,1
2019-03-01,0.12341427542326766,21.4461608444525,2.0525002188089652e-05,0.9999794749978125,1
2019-04-01,0.12390954170401969,23.1395724487248,5.485442349830861e-07,0.9999994514557655,1
2019-05-01,0.1608724956365224,15.491506322169535,0.00010079509714764445,0.9998992049028526,1
2019-06-01,0.1383601399670935,12.68805575131342,0.0008213585474164365,0.9991786414525837,1
2019-07-01,0.11258728517649619,13.16688425384509,0.003452487876418577,0.9965475121235816,1
2019-08-01,0.16453440271597763,10.359810642106382,0.022133933633093236,0.977866066366907,1
2019-09-01,0.15216243289083753,9.819754757052834,0.0684748726969239,0.9315251273030764,1
2019-10-01,0.15346559092779355,11.03281691244753,0.16162346598425573,0.8383765340157446,1
2019-11-01,0.13633713746137044,8.023199688294724,0.46619311848074585,0.5338068815192543,1
2019-12-01,0.12332428711585308,2.5739049283824755,0.7932658106052632,0.2067341893947368,0
2020-01-01,0.09794989215703787,5.29729036247204,0.9013602464407784,0.09863975355922187,0
2020-02-01,0.12194715651591359,4.119464158443442,0.9546336769699382,0.04536632303006217,0
2020-03-01,0.24324685011890423,-7.059979447713793,0.9763363270508224,0.02366367294917773,0
2020-04-01,0.2610953921164949,-8.568691561765363,0.9860982353523841,0.013901764647616078,0
2020-05-01,0.22301378788235837,-3.2272429150079773,0.9932283409513467,0.006771659048653428,0
2020-06-01,0.17545167585308974,-0.4484225229356653,0.9940619956617525,0.0059380043382476514,0
2020-07-01,0.1587015908053182,4.583272135868022,0.9893861653311607,0.01061383466883939,0
2020-08-01,0.1885502150450158,2.5615978047387244,0.9803656896682701,0.019634310331729927,0
2020-09-01,0.17648420134123555,1.8839611609863027,0.9546541136661039,0.04534588633389635,0
2020-10-01,0.19404053746455396,-1.5881186461410124,0.8766189226891585,0.12338107731084158,0
2020-11-01,0.15120483129900641,5.727955279314401,0.6006182243868744,0.39938177561312566,0
2020-12-01,0.08869931191634883,13.399715224731779,0.1461057827907715,0.8538942172092285,1
2021-01-01,0.09485129047742369,13.591803859610962,0.0853273832033206,0.9146726167966795,1
2021-02-01,0.11182360758110477,10.190762696045752,0.09508423810332127,0.9049157618966788,1
2021-03-01,0.1256852017368093,5.2412040491404355,0.12539959625883926,0.8746004037411611,1
2021-04-01,0.1328658479074214,3.821276937416407,0.12998828074785368,0.8700117192521466,1
2021-05-01,0.152160916030331,7.312670971093205,0.10171374738815728,0.8982862526118429,1
2021-06-01,0.13504931796697406,6.455238338663882,0.06636279275283458,0.9336372072471658,1
2021-07-01,0.16919363235524543,13.154792895567269,0.009146669623944666,0.9908533303760556,1
2021-08-01,0.17806430203446943,10.768670350109488,0.0029440594587721008,0.9970559405412283,1
2021-09-01,0.15811686898368826,14.85705259620893,0.00024651985645251953,0.9997534801435478,1
2021-10-01,0.1412166181375678,22.210417319017317,1.086736526729118e-06,0.9999989132634736,1
2021-11-01,0.1711809075809292,23.294128621621724,3.525335912372178e-07,0.9999996474664092,1
2021-12-01,0.18191012792077643,18.91802439211041,8.405904482875468e-06,0.9999915940955176,1
2022-01-01,0.18595162174847069,16.45937651833531,3.78149779244409e-05,0.9999621850220761,1
2022-02-01,0.16466841574033886,19.914090620686586,4.649143954014497e-06,0.9999953508560465,1
2022-03-01,0.1271365700029854,22.468515561544855,9.025549608911072e-07,0.9999990974450398,1
2022-04-01,0.11880072068997372,18.0363381719447,0.00010193063455349376,0.9998980693654471,1
2022-05-01,0.17139718522009062,12.189376229706461,0.008501096470629688,0.9914989035293708,1
2022-06-01,0.1444350459140047,6.845427341069232,0.05343765611913452,0.9465623438808659,1
2022-07-01,0.2438025440009195,-7.080611485340782,0.08455894508249029,0.9154410549175102,1
2022-08-01,0.22713217351628323,-6.000569297476055,0.08893034247757571,0.9110696575224247,1
2022-09-01,0.2455514133095189,-10.179950849891917,0.06388938168613152,0.936110618313869,1
2022-10-01,0.298621135897541,-10.96648803872533,0.032656373311690544,0.9673436266883099,1
2022-11-01,0.3350132708841862,-19.87126353831492,0.0007460586473288797,0.9992539413526715,1
2022-12-01,0.29872790549328876,-19.295376175684886,7.531167534058925e-05,0.9999246883246599,1
2023-01-01,0.27502184109331296,-18.592606981736992,7.754350264483893e-05,0.9999224564973557,1
